labels 0 1
1 0.014751 0.985249
1 0.00437261 0.995627
1 0.00293001 0.99707
1 1.9055e-06 0.999998
1 8.22738e-06 0.999992
1 7.31345e-06 0.999993
1 5.52879e-06 0.999994
1 0.00294897 0.997051
1 0.00390892 0.996091
1 0.00623152 0.993768
1 0.00269395 0.997306
1 0.00473241 0.995268
1 0.00430875 0.995691
1 0.00414283 0.995857
1 1.20426e-05 0.999988
1 1.51143e-05 0.999985
1 0.00353637 0.996464
1 0.00693144 0.993069
1 0.00737773 0.992622
1 0.00476998 0.99523
1 0.00299403 0.997006
1 0.00371116 0.996289
1 8.90735e-06 0.999991
1 0.00257812 0.997422
1 1.76457e-05 0.999982
1 9.07153e-06 0.999991
1 2.62969e-06 0.999997
1 8.29542e-07 0.999999
1 9.75014e-07 0.999999
1 1.57485e-06 0.999998
1 9.04329e-07 0.999999
1 9.04329e-07 0.999999
1 1.86571e-06 0.999998
1 4.06994e-07 1
1 1.39718e-05 0.999986
1 1.07395e-05 0.999989
1 0.00423512 0.995765
1 0.00366577 0.996334
1 0.00473061 0.995269
1 0.00404955 0.99595
1 4.32221e-06 0.999996
1 9.78243e-06 0.99999
1 9.78243e-06 0.99999
1 0.00363974 0.99636
1 1.74377e-05 0.999983
1 0.0040053 0.995995
1 0.00351015 0.99649
1 0.00895363 0.991046
1 0.00408368 0.995916
1 1.50508e-05 0.999985
1 2.01955e-06 0.999998
1 1.33216e-06 0.999999
1 4.00719e-07 1
1 9.61355e-07 0.999999
1 1.82787e-06 0.999998
1 1.44376e-05 0.999986
1 8.09599e-06 0.999992
1 8.09599e-06 0.999992
1 0.00382883 0.996171
1 0.00968612 0.990314
