labels 0 1
0 0.669456 0.330544
0 0.682395 0.317605
0 0.663159 0.336841
0 0.594917 0.405083
0 0.571134 0.428866
0 0.609522 0.390478
0 0.552851 0.447149
1 0.21262 0.78738
1 0.43729 0.56271
1 0.466102 0.533898
0 0.512394 0.487606
1 0.226918 0.773082
1 0.380012 0.619988
1 0.376009 0.623991
0 0.510984 0.489016
0 0.60333 0.39667
0 0.64378 0.35622
0 0.635078 0.364922
0 0.635078 0.364922
1 0.353717 0.646283
1 0.340248 0.659752
1 0.28888 0.71112
1 0.116166 0.883834
1 0.176859 0.823141
1 0.179078 0.820922
1 0.224597 0.775403
1 0.148753 0.851247
1 0.0993924 0.900608
1 0.0993924 0.900608
1 0.0748475 0.925152
1 0.0676748 0.932325
1 0.0878127 0.912187
1 0.0421592 0.957841
1 0.0583174 0.941683
1 0.0794343 0.920566
1 0.0797132 0.920287
1 0.065751 0.934249
1 0.0664766 0.933523
1 0.0567118 0.943288
1 0.0672427 0.932757
1 0.200247 0.799753
1 0.210844 0.789156
1 0.210844 0.789156
1 0.138719 0.861281
1 0.22337 0.77663
1 0.193304 0.806696
1 0.240877 0.759123
1 0.224866 0.775134
1 0.162885 0.837115
1 0.127639 0.872361
1 0.137046 0.862954
1 0.0814662 0.918534
1 0.0814662 0.918534
1 0.0814662 0.918534
1 0.0808919 0.919108
1 0.226848 0.773152
1 0.284856 0.715144
1 0.235096 0.764904
1 0.173471 0.826529
1 0.218997 0.781003
